"SEX","RPTYEAR","STATE","EDUCATION","ADMTYPE","OFFGENERAL","ADMITYR","SENTLGTH","OFFDETAIL","RACE","AGEADMIT"
"195","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Other property offenses","White, non-Hispanic","18-24 years"
"196","Male","00","Alabama","<HS diploma/GED","New court commitment","Drugs","00","2-4.9 years","Drugs (includes possession, distribution, trafficking, other)","White, non-Hispanic","35-44 years"
"197","Male","00","Alabama","HS diploma/GED","New court commitment","Public order","00","5-9.9 years","Public order","Black, non-Hispanic","35-44 years"
"198","Male","00","Alabama","Any college","New court commitment","Violent","00","10-24.9 years","Rape/sexual assault","White, non-Hispanic","45-54 years"
"199","Male","00","Alabama","<HS diploma/GED","New court commitment","Public order","00","10-24.9 years","Public order","White, non-Hispanic","35-44 years"
"200","Male","00","Alabama","Any college","New court commitment","Property","00","5-9.9 years","Fraud","White, non-Hispanic","45-54 years"
"201","Male","00","Alabama","<HS diploma/GED","New court commitment","Public order","00","5-9.9 years","Public order","Black, non-Hispanic","45-54 years"
"202","Male","00","Alabama","<HS diploma/GED","New court commitment","Violent","00","Life, LWOP, Life plus additional years, Death","Rape/sexual assault","White, non-Hispanic","25-34 years"
"203","Male","00","Alabama","HS diploma/GED","New court commitment","Drugs","00","5-9.9 years","Drugs (includes possession, distribution, trafficking, other)","White, non-Hispanic","35-44 years"
"204","Male","00","Alabama","HS diploma/GED","New court commitment","Public order","00","5-9.9 years","Public order","Black, non-Hispanic","25-34 years"
"205","Male","00","Alabama","<HS diploma/GED","New court commitment","Public order","00","5-9.9 years","Public order","White, non-Hispanic","35-44 years"
"206","Female","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Other property offenses","White, non-Hispanic","18-24 years"
"207","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","10-24.9 years","Other property offenses","Black, non-Hispanic","18-24 years"
"208","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Other property offenses","Black, non-Hispanic","18-24 years"
"209","Male","00","Alabama","<HS diploma/GED","New court commitment","Violent","00","10-24.9 years","Negligent manslaughter","Black, non-Hispanic","25-34 years"
"210","Male","00","Alabama","Any college","New court commitment","Property","00","10-24.9 years","Other property offenses","White, non-Hispanic","35-44 years"
"211","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","5-9.9 years","Larceny","White, non-Hispanic","25-34 years"
"212","Female","00","Alabama","<HS diploma/GED","New court commitment","Property","00","5-9.9 years","Fraud","Black, non-Hispanic","35-44 years"
"213","Female","00","Alabama","Any college","New court commitment","Drugs","00","< 1 year","Drugs (includes possession, distribution, trafficking, other)","White, non-Hispanic","35-44 years"
"214","Male","00","Alabama","<HS diploma/GED","New court commitment","Drugs","00","2-4.9 years","Drugs (includes possession, distribution, trafficking, other)","Black, non-Hispanic","18-24 years"
"215","Female","00","Alabama","Any college","New court commitment","Public order","00","5-9.9 years","Public order","White, non-Hispanic","NA"
"216","Male","00","Alabama","HS diploma/GED","New court commitment","Public order","00","5-9.9 years","Public order","Black, non-Hispanic","45-54 years"
"217","Male","00","Alabama","<HS diploma/GED","New court commitment","Drugs","00","5-9.9 years","Drugs (includes possession, distribution, trafficking, other)","Black, non-Hispanic","18-24 years"
"218","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Other property offenses","White, non-Hispanic","18-24 years"
"219","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","5-9.9 years","Other property offenses","Black, non-Hispanic","25-34 years"
"220","Female","00","Alabama","HS diploma/GED","New court commitment","Drugs","00","2-4.9 years","Drugs (includes possession, distribution, trafficking, other)","Black, non-Hispanic","35-44 years"
"221","Female","00","Alabama","Any college","New court commitment","Public order","00","2-4.9 years","Public order","White, non-Hispanic","35-44 years"
"222","Male","00","Alabama","<HS diploma/GED","New court commitment","Drugs","00","2-4.9 years","Drugs (includes possession, distribution, trafficking, other)","White, non-Hispanic","25-34 years"
"223","Male","00","Alabama","<HS diploma/GED","New court commitment","Violent","00",">=25 years","Robbery","White, non-Hispanic","18-24 years"
"224","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","10-24.9 years","Motor vehicle theft","White, non-Hispanic","35-44 years"
"225","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","10-24.9 years","Larceny","White, non-Hispanic","25-34 years"
"226","Male","00","Alabama","HS diploma/GED","New court commitment","Public order","00","5-9.9 years","Public order","White, non-Hispanic","25-34 years"
"227","Female","00","Alabama","<HS diploma/GED","New court commitment","Property","00","10-24.9 years","Larceny","Black, non-Hispanic","18-24 years"
"228","Male","00","Alabama","HS diploma/GED","New court commitment","Public order","00","5-9.9 years","Public order","White, non-Hispanic","45-54 years"
"229","Male","00","Alabama","Any college","New court commitment","Property","00","10-24.9 years","Larceny","White, non-Hispanic","35-44 years"
"230","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Other property offenses","White, non-Hispanic","18-24 years"
"231","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Other property offenses","White, non-Hispanic","18-24 years"
"232","Male","00","Alabama","<HS diploma/GED","New court commitment","Public order","00","2-4.9 years","Public order","Black, non-Hispanic","45-54 years"
"233","Male","00","Alabama","<HS diploma/GED","New court commitment","Public order","00","5-9.9 years","Public order","Black, non-Hispanic","45-54 years"
"234","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Other property offenses","White, non-Hispanic","18-24 years"
"235","Male","00","Alabama","<HS diploma/GED","New court commitment","Violent","00",">=25 years","Aggravated or simple assault","Black, non-Hispanic","25-34 years"
"236","Male","00","Alabama","HS diploma/GED","New court commitment","Property","00","10-24.9 years","Burglary","Black, non-Hispanic","35-44 years"
"237","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Other property offenses","White, non-Hispanic","18-24 years"
"238","Male","00","Alabama","<HS diploma/GED","New court commitment","Drugs","00","10-24.9 years","Drugs (includes possession, distribution, trafficking, other)","White, non-Hispanic","18-24 years"
"239","Male","00","Alabama","<HS diploma/GED","New court commitment","Violent","00","5-9.9 years","Robbery","Black, non-Hispanic","18-24 years"
"240","Male","00","Alabama","HS diploma/GED","New court commitment","Violent","00","10-24.9 years","Rape/sexual assault","White, non-Hispanic","25-34 years"
"241","Male","00","Alabama","<HS diploma/GED","New court commitment","Violent","00","10-24.9 years","Robbery","Black, non-Hispanic","18-24 years"
"242","Male","00","Alabama","HS diploma/GED","New court commitment","Drugs","00","10-24.9 years","Drugs (includes possession, distribution, trafficking, other)","Black, non-Hispanic","25-34 years"
"243","Male","00","Alabama","<HS diploma/GED","New court commitment","Public order","00","5-9.9 years","Public order","White, non-Hispanic","NA"
"244","Male","00","Alabama","<HS diploma/GED","New court commitment","Violent","00",">=25 years","Robbery","Black, non-Hispanic","25-34 years"
"245","Male","00","Alabama","<HS diploma/GED","New court commitment","Violent","00","10-24.9 years","Robbery","Black, non-Hispanic","18-24 years"
"246","Female","00","Alabama","<HS diploma/GED","New court commitment","Property","00","5-9.9 years","Larceny","White, non-Hispanic","35-44 years"
"247","Male","00","Alabama","<HS diploma/GED","New court commitment","Public order","00","2-4.9 years","Public order","White, non-Hispanic","35-44 years"
"248","Female","00","Alabama","Any college","New court commitment","Property","00","10-24.9 years","Larceny","White, non-Hispanic","35-44 years"
"249","Male","00","Alabama","<HS diploma/GED","New court commitment","Public order","00","5-9.9 years","Public order","White, non-Hispanic","35-44 years"
"250","Female","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Other property offenses","White, non-Hispanic","18-24 years"
"251","Male","00","Alabama","<HS diploma/GED","New court commitment","Drugs","00","2-4.9 years","Drugs (includes possession, distribution, trafficking, other)","White, non-Hispanic","18-24 years"
"252","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Other property offenses","White, non-Hispanic","18-24 years"
"253","Male","00","Alabama","<HS diploma/GED","New court commitment","Violent","00","10-24.9 years","Aggravated or simple assault","Black, non-Hispanic","35-44 years"
"254","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","5-9.9 years","Larceny","White, non-Hispanic","35-44 years"
"255","Male","00","Alabama","Any college","New court commitment","Property","00","5-9.9 years","Fraud","White, non-Hispanic","35-44 years"
"256","Male","00","Alabama","HS diploma/GED","New court commitment","Property","00","5-9.9 years","Other property offenses","Black, non-Hispanic","45-54 years"
"257","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Larceny","White, non-Hispanic","18-24 years"
"258","Male","00","Alabama","<HS diploma/GED","New court commitment","Public order","00","5-9.9 years","Public order","Black, non-Hispanic","18-24 years"
"259","Male","00","Alabama","<HS diploma/GED","New court commitment","Public order","00","10-24.9 years","Public order","White, non-Hispanic","35-44 years"
"260","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","5-9.9 years","Other property offenses","Black, non-Hispanic","18-24 years"
"261","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","5-9.9 years","Larceny","White, non-Hispanic","35-44 years"
"262","Male","00","Alabama","<HS diploma/GED","New court commitment","Violent","00","10-24.9 years","Negligent manslaughter","White, non-Hispanic","25-34 years"
"263","Female","00","Alabama","<HS diploma/GED","New court commitment","Property","00",">=25 years","Fraud","Black, non-Hispanic","35-44 years"
"264","Female","00","Alabama","<HS diploma/GED","New court commitment","Drugs","00","10-24.9 years","Drugs (includes possession, distribution, trafficking, other)","Black, non-Hispanic","35-44 years"
"265","Female","00","Alabama","HS diploma/GED","New court commitment","Property","00","5-9.9 years","Larceny","White, non-Hispanic","25-34 years"
"266","Female","00","Alabama","<HS diploma/GED","New court commitment","Property","00","< 1 year","Other property offenses","White, non-Hispanic","45-54 years"
"267","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Fraud","White, non-Hispanic","18-24 years"
"268","Male","00","Alabama","HS diploma/GED","New court commitment","Violent","00","10-24.9 years","Rape/sexual assault","White, non-Hispanic","35-44 years"
"269","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Other property offenses","White, non-Hispanic","18-24 years"
"270","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Other property offenses","White, non-Hispanic","18-24 years"
"271","Male","00","Alabama","<HS diploma/GED","New court commitment","Violent","00","10-24.9 years","Robbery","White, non-Hispanic","18-24 years"
"272","Male","00","Alabama","<HS diploma/GED","New court commitment","Violent","00","Life, LWOP, Life plus additional years, Death","Murder (including non-negligent manslaughter)","White, non-Hispanic","18-24 years"
"273","Male","00","Alabama","<HS diploma/GED","New court commitment","Public order","00","2-4.9 years","Public order","Black, non-Hispanic","25-34 years"
"274","Female","00","Alabama","<HS diploma/GED","New court commitment","Drugs","00","5-9.9 years","Drugs (includes possession, distribution, trafficking, other)","White, non-Hispanic","25-34 years"
"275","Male","00","Alabama","<HS diploma/GED","New court commitment","Drugs","00","10-24.9 years","Drugs (includes possession, distribution, trafficking, other)","White, non-Hispanic","NA"
"276","Male","00","Alabama","<HS diploma/GED","New court commitment","Drugs","00","10-24.9 years","Drugs (includes possession, distribution, trafficking, other)","White, non-Hispanic","18-24 years"
"277","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","10-24.9 years","Burglary","White, non-Hispanic","35-44 years"
"278","Male","00","Alabama","<HS diploma/GED","New court commitment","Violent","00","10-24.9 years","Aggravated or simple assault","White, non-Hispanic","18-24 years"
"279","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Other property offenses","White, non-Hispanic","18-24 years"
"280","Female","00","Alabama","<HS diploma/GED","New court commitment","Drugs","00","10-24.9 years","Drugs (includes possession, distribution, trafficking, other)","White, non-Hispanic","35-44 years"
"281","Male","00","Alabama","HS diploma/GED","New court commitment","Violent","00","5-9.9 years","Rape/sexual assault","Black, non-Hispanic","25-34 years"
"282","Male","00","Alabama","<HS diploma/GED","New court commitment","Public order","00","5-9.9 years","Public order","White, non-Hispanic","35-44 years"
"283","Male","00","Alabama","<HS diploma/GED","New court commitment","Drugs","00","5-9.9 years","Drugs (includes possession, distribution, trafficking, other)","Black, non-Hispanic","25-34 years"
"284","Male","00","Alabama","<HS diploma/GED","New court commitment","Violent","00","< 1 year","Aggravated or simple assault","White, non-Hispanic","18-24 years"
"285","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","5-9.9 years","Burglary","White, non-Hispanic","18-24 years"
"286","Male","00","Alabama","<HS diploma/GED","New court commitment","Drugs","00","10-24.9 years","Drugs (includes possession, distribution, trafficking, other)","Black, non-Hispanic","18-24 years"
"287","Female","00","Alabama","<HS diploma/GED","New court commitment","Drugs","00","10-24.9 years","Drugs (includes possession, distribution, trafficking, other)","White, non-Hispanic","25-34 years"
"288","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","< 1 year","Fraud","White, non-Hispanic","25-34 years"
"289","Male","00","Alabama","<HS diploma/GED","New court commitment","Violent","00","10-24.9 years","Aggravated or simple assault","White, non-Hispanic","18-24 years"
"290","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Other property offenses","White, non-Hispanic","18-24 years"
"291","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","5-9.9 years","Burglary","White, non-Hispanic","18-24 years"
"292","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Other property offenses","White, non-Hispanic","18-24 years"
"293","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","< 1 year","Motor vehicle theft","White, non-Hispanic","18-24 years"
"294","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Fraud","White, non-Hispanic","25-34 years"
"295","Male","00","Alabama","<HS diploma/GED","New court commitment","Violent","00","10-24.9 years","Robbery","Black, non-Hispanic","18-24 years"
"296","Male","00","Alabama","HS diploma/GED","Parole return/revocation","Property","00",">=25 years","Burglary","Black, non-Hispanic","35-44 years"
"297","Male","00","Alabama","HS diploma/GED","New court commitment","Drugs","00","2-4.9 years","Drugs (includes possession, distribution, trafficking, other)","Black, non-Hispanic","45-54 years"
"298","Male","00","Alabama","<HS diploma/GED","New court commitment","Drugs","00","2-4.9 years","Drugs (includes possession, distribution, trafficking, other)","Black, non-Hispanic","45-54 years"
"299","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Larceny","White, non-Hispanic","25-34 years"
"300","Male","00","Alabama","<HS diploma/GED","New court commitment","Drugs","00","2-4.9 years","Drugs (includes possession, distribution, trafficking, other)","Black, non-Hispanic","35-44 years"
"301","Male","00","Alabama","HS diploma/GED","New court commitment","Drugs","00","5-9.9 years","Drugs (includes possession, distribution, trafficking, other)","Black, non-Hispanic","35-44 years"
"302","Male","00","Alabama","<HS diploma/GED","New court commitment","Drugs","00","5-9.9 years","Drugs (includes possession, distribution, trafficking, other)","Black, non-Hispanic","25-34 years"
"303","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","10-24.9 years","Burglary","Black, non-Hispanic","25-34 years"
"304","Male","00","Alabama","HS diploma/GED","New court commitment","Drugs","00","10-24.9 years","Drugs (includes possession, distribution, trafficking, other)","Black, non-Hispanic","25-34 years"
"305","Male","00","Alabama","HS diploma/GED","New court commitment","Property","00","5-9.9 years","Larceny","Black, non-Hispanic","25-34 years"
"306","Male","00","Alabama","Any college","New court commitment","Property","00","2-4.9 years","Fraud","Black, non-Hispanic","25-34 years"
"307","Male","00","Alabama","HS diploma/GED","New court commitment","Drugs","00","2-4.9 years","Drugs (includes possession, distribution, trafficking, other)","Black, non-Hispanic","35-44 years"
"308","Male","00","Alabama","<HS diploma/GED","New court commitment","Violent","00","5-9.9 years","Murder (including non-negligent manslaughter)","White, non-Hispanic","55+ years"
"309","Male","00","Alabama","HS diploma/GED","New court commitment","Property","00","2-4.9 years","Other property offenses","White, non-Hispanic","25-34 years"
"310","Male","00","Alabama","HS diploma/GED","New court commitment","Drugs","00","2-4.9 years","Drugs (includes possession, distribution, trafficking, other)","Black, non-Hispanic","18-24 years"
"311","Male","00","Alabama","<HS diploma/GED","New court commitment","Violent","00","5-9.9 years","Rape/sexual assault","Black, non-Hispanic","35-44 years"
"312","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Other property offenses","Black, non-Hispanic","18-24 years"
"313","Male","00","Alabama","<HS diploma/GED","New court commitment","Public order","00","< 1 year","Public order","White, non-Hispanic","45-54 years"
"314","Male","00","Alabama","HS diploma/GED","New court commitment","Property","00","2-4.9 years","Larceny","White, non-Hispanic","35-44 years"
"315","Male","00","Alabama","<HS diploma/GED","New court commitment","Violent","00","10-24.9 years","Robbery","Black, non-Hispanic","18-24 years"
"316","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","10-24.9 years","Burglary","White, non-Hispanic","18-24 years"
"317","Male","00","Alabama","HS diploma/GED","New court commitment","Drugs","00","2-4.9 years","Drugs (includes possession, distribution, trafficking, other)","Black, non-Hispanic","18-24 years"
"318","Male","00","Alabama","HS diploma/GED","New court commitment","Drugs","00","2-4.9 years","Drugs (includes possession, distribution, trafficking, other)","Black, non-Hispanic","25-34 years"
"319","Male","00","Alabama","HS diploma/GED","New court commitment","Violent","00","10-24.9 years","Robbery","Black, non-Hispanic","35-44 years"
"320","Male","00","Alabama","<HS diploma/GED","New court commitment","Drugs","00","2-4.9 years","Drugs (includes possession, distribution, trafficking, other)","Black, non-Hispanic","25-34 years"
"321","Male","00","Alabama","HS diploma/GED","New court commitment","Violent","00","10-24.9 years","Robbery","Black, non-Hispanic","25-34 years"
"322","Male","00","Alabama","HS diploma/GED","New court commitment","Property","00","10-24.9 years","Larceny","Black, non-Hispanic","25-34 years"
"323","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Other property offenses","White, non-Hispanic","18-24 years"
"324","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","5-9.9 years","Fraud","White, non-Hispanic","25-34 years"
"325","Male","00","Alabama","<HS diploma/GED","New court commitment","Drugs","00","2-4.9 years","Drugs (includes possession, distribution, trafficking, other)","Black, non-Hispanic","35-44 years"
"326","Female","00","Alabama","<HS diploma/GED","New court commitment","Drugs","00","2-4.9 years","Drugs (includes possession, distribution, trafficking, other)","White, non-Hispanic","35-44 years"
"327","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Other property offenses","Black, non-Hispanic","18-24 years"
"328","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Other property offenses","Black, non-Hispanic","18-24 years"
"329","Male","00","Alabama","HS diploma/GED","New court commitment","Drugs","00","2-4.9 years","Drugs (includes possession, distribution, trafficking, other)","Black, non-Hispanic","18-24 years"
"330","Male","00","Alabama","HS diploma/GED","New court commitment","Drugs","00",">=25 years","Drugs (includes possession, distribution, trafficking, other)","Black, non-Hispanic","25-34 years"
"331","Male","00","Alabama","<HS diploma/GED","New court commitment","Violent","00","2-4.9 years","Rape/sexual assault","White, non-Hispanic","25-34 years"
"332","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Other property offenses","Black, non-Hispanic","18-24 years"
"333","Male","00","Alabama","HS diploma/GED","New court commitment","Violent","00","2-4.9 years","Other violent offenses","Black, non-Hispanic","25-34 years"
"334","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Other property offenses","Black, non-Hispanic","18-24 years"
"335","Male","00","Alabama","HS diploma/GED","New court commitment","Public order","00","2-4.9 years","Public order","White, non-Hispanic","35-44 years"
"336","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Burglary","White, non-Hispanic","25-34 years"
"337","Male","00","Alabama","Any college","New court commitment","Public order","00","Life, LWOP, Life plus additional years, Death","Public order","White, non-Hispanic","NA"
"338","Male","00","Alabama","Any college","Parole return/revocation","Public order","00","Life, LWOP, Life plus additional years, Death","Public order","White, non-Hispanic","NA"
"339","Female","00","Alabama","HS diploma/GED","Other admission (including unsentenced, transfer, AWOL/escapee return)","Property","00","10-24.9 years","Fraud","Black, non-Hispanic","35-44 years"
"340","Male","00","Alabama","HS diploma/GED","Parole return/revocation","Public order","00","Life, LWOP, Life plus additional years, Death","Public order","White, non-Hispanic","35-44 years"
"341","Male","00","Alabama","HS diploma/GED","New court commitment","Violent","00","10-24.9 years","Rape/sexual assault","White, non-Hispanic","45-54 years"
"342","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","5-9.9 years","Fraud","Black, non-Hispanic","25-34 years"
"343","Male","00","Alabama","HS diploma/GED","New court commitment","Drugs","00","< 1 year","Drugs (includes possession, distribution, trafficking, other)","White, non-Hispanic","25-34 years"
"344","Male","00","Alabama","<HS diploma/GED","New court commitment","Violent","00","10-24.9 years","Aggravated or simple assault","White, non-Hispanic","18-24 years"
"345","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Other property offenses","White, non-Hispanic","35-44 years"
"346","Male","00","Alabama","<HS diploma/GED","New court commitment","Public order","00","1-1.9 years","Public order","White, non-Hispanic","35-44 years"
"347","Male","00","Alabama","<HS diploma/GED","New court commitment","Drugs","00","< 1 year","Drugs (includes possession, distribution, trafficking, other)","White, non-Hispanic","35-44 years"
"348","Male","00","Alabama","<HS diploma/GED","New court commitment","Violent","00","5-9.9 years","Robbery","Black, non-Hispanic","25-34 years"
"349","Male","00","Alabama","HS diploma/GED","New court commitment","Property","00","2-4.9 years","Motor vehicle theft","White, non-Hispanic","18-24 years"
"350","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","10-24.9 years","Burglary","Black, non-Hispanic","18-24 years"
"351","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","10-24.9 years","Burglary","Black, non-Hispanic","18-24 years"
"352","Female","00","Alabama","<HS diploma/GED","New court commitment","Property","00","< 1 year","Fraud","Black, non-Hispanic","35-44 years"
"353","Male","00","Alabama","<HS diploma/GED","New court commitment","Violent","00","2-4.9 years","Rape/sexual assault","White, non-Hispanic","35-44 years"
"354","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Larceny","Black, non-Hispanic","45-54 years"
"355","Male","00","Alabama","<HS diploma/GED","Other admission (including unsentenced, transfer, AWOL/escapee return)","Public order","00",">=25 years","Public order","White, non-Hispanic","35-44 years"
"356","Male","00","Alabama","<HS diploma/GED","New court commitment","Other/unspecified","00","10-24.9 years","Other/unspecified","White, non-Hispanic","35-44 years"
"357","Male","00","Alabama","HS diploma/GED","Parole return/revocation","Violent","00",">=25 years","Robbery","White, non-Hispanic","35-44 years"
"358","Male","00","Alabama","<HS diploma/GED","New court commitment","Public order","00","< 1 year","Public order","White, non-Hispanic","25-34 years"
"359","Male","00","Alabama","HS diploma/GED","New court commitment","Public order","00","< 1 year","Public order","White, non-Hispanic","25-34 years"
"360","Male","00","Alabama","HS diploma/GED","New court commitment","Property","00","10-24.9 years","Other property offenses","White, non-Hispanic","25-34 years"
"361","Male","00","Alabama","HS diploma/GED","New court commitment","Drugs","00","2-4.9 years","Drugs (includes possession, distribution, trafficking, other)","White, non-Hispanic","25-34 years"
"362","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Other property offenses","White, non-Hispanic","35-44 years"
"363","Male","00","Alabama","<HS diploma/GED","New court commitment","Public order","00","5-9.9 years","Public order","White, non-Hispanic","45-54 years"
"364","Male","00","Alabama","<HS diploma/GED","New court commitment","Public order","00","2-4.9 years","Public order","White, non-Hispanic","35-44 years"
"365","Male","00","Alabama","HS diploma/GED","New court commitment","Drugs","00","5-9.9 years","Drugs (includes possession, distribution, trafficking, other)","White, non-Hispanic","25-34 years"
"366","Male","00","Alabama","HS diploma/GED","New court commitment","Drugs","00","2-4.9 years","Drugs (includes possession, distribution, trafficking, other)","Black, non-Hispanic","25-34 years"
"367","Male","00","Alabama","Any college","Other admission (including unsentenced, transfer, AWOL/escapee return)","Property","00","10-24.9 years","Other property offenses","Black, non-Hispanic","25-34 years"
"368","Male","00","Alabama","<HS diploma/GED","New court commitment","Public order","00","5-9.9 years","Public order","White, non-Hispanic","55+ years"
"369","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","10-24.9 years","Larceny","White, non-Hispanic","18-24 years"
"370","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","10-24.9 years","Burglary","White, non-Hispanic","25-34 years"
"371","Male","00","Alabama","HS diploma/GED","New court commitment","Property","00","2-4.9 years","Larceny","White, non-Hispanic","18-24 years"
"372","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","5-9.9 years","Burglary","White, non-Hispanic","25-34 years"
"373","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Other property offenses","White, non-Hispanic","45-54 years"
"374","Male","00","Alabama","HS diploma/GED","New court commitment","Drugs","00","< 1 year","Drugs (includes possession, distribution, trafficking, other)","White, non-Hispanic","18-24 years"
"375","Male","00","Alabama","<HS diploma/GED","New court commitment","Drugs","00","5-9.9 years","Drugs (includes possession, distribution, trafficking, other)","White, non-Hispanic","25-34 years"
"376","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Other property offenses","White, non-Hispanic","18-24 years"
"377","Male","00","Alabama","HS diploma/GED","New court commitment","Property","00","< 1 year","Other property offenses","White, non-Hispanic","18-24 years"
"378","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","5-9.9 years","Other property offenses","White, non-Hispanic","18-24 years"
"379","Female","00","Alabama","<HS diploma/GED","New court commitment","Drugs","00","< 1 year","Drugs (includes possession, distribution, trafficking, other)","White, non-Hispanic","35-44 years"
"380","Male","00","Alabama","<HS diploma/GED","New court commitment","Public order","00","5-9.9 years","Public order","White, non-Hispanic","35-44 years"
"381","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","< 1 year","Larceny","White, non-Hispanic","35-44 years"
"382","Male","00","Alabama","<HS diploma/GED","New court commitment","Violent","00","2-4.9 years","Aggravated or simple assault","Black, non-Hispanic","18-24 years"
"383","Male","00","Alabama","<HS diploma/GED","New court commitment","Public order","00","2-4.9 years","Public order","White, non-Hispanic","25-34 years"
"384","Male","00","Alabama","<HS diploma/GED","New court commitment","Public order","00","5-9.9 years","Public order","White, non-Hispanic","35-44 years"
"385","Male","00","Alabama","<HS diploma/GED","New court commitment","Violent","00","2-4.9 years","Rape/sexual assault","White, non-Hispanic","45-54 years"
"386","Female","00","Alabama","Any college","New court commitment","Property","00","2-4.9 years","Fraud","White, non-Hispanic","35-44 years"
"387","Female","00","Alabama","<HS diploma/GED","New court commitment","Drugs","00","< 1 year","Drugs (includes possession, distribution, trafficking, other)","White, non-Hispanic","35-44 years"
"388","Male","00","Alabama","HS diploma/GED","New court commitment","Drugs","00","2-4.9 years","Drugs (includes possession, distribution, trafficking, other)","Black, non-Hispanic","45-54 years"
"389","Male","00","Alabama","Any college","New court commitment","NA","00",">=25 years","NA","White, non-Hispanic","35-44 years"
"390","Male","00","Alabama","<HS diploma/GED","New court commitment","Property","00","2-4.9 years","Burglary","White, non-Hispanic","18-24 years"
"391","Male","00","Alabama","<HS diploma/GED","New court commitment","Public order","00","< 1 year","Public order","White, non-Hispanic","35-44 years"
"392","Male","00","Alabama","HS diploma/GED","New court commitment","Public order","00","< 1 year","Public order","White, non-Hispanic","45-54 years"
"393","Male","00","Alabama","Any college","New court commitment","Drugs","00","< 1 year","Drugs (includes possession, distribution, trafficking, other)","Black, non-Hispanic","35-44 years"
"394","Male","00","Alabama","<HS diploma/GED","New court commitment","Violent","00","2-4.9 years","Aggravated or simple assault","White, non-Hispanic","25-34 years"
