"SEX" "RPTYEAR" "STATE" "EDUCATION" "ADMTYPE" "OFFGENERAL" "ADMITYR" "SENTLGTH" "OFFDETAIL" "RACE" "AGEADMIT"
"164" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "5-9.9 years" "Burglary" "White, non-Hispanic" "25-34 years"
"165" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Drugs" 2000 "10-24.9 years" "Drugs (includes possession, distribution, trafficking, other)" "Black, non-Hispanic" "25-34 years"
"166" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Property" 2000 "10-24.9 years" "Burglary" "White, non-Hispanic" "18-24 years"
"167" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "10-24.9 years" "Burglary" "White, non-Hispanic" "18-24 years"
"168" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Public order" 2000 "5-9.9 years" "Public order" "White, non-Hispanic" "35-44 years"
"169" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Property" 2000 "5-9.9 years" "Burglary" "White, non-Hispanic" "35-44 years"
"170" "Male" 2000 "Alabama" "Any college" "Other admission (including unsentenced, transfer, AWOL/escapee return)" "Violent" 2000 "10-24.9 years" "Rape/sexual assault" "White, non-Hispanic" "25-34 years"
"171" "Male" 2000 "Alabama" "HS diploma/GED" "Other admission (including unsentenced, transfer, AWOL/escapee return)" "Property" 2000 "5-9.9 years" "Larceny" "White, non-Hispanic" "35-44 years"
"172" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Other property offenses" "Black, non-Hispanic" "18-24 years"
"173" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Other property offenses" "White, non-Hispanic" "18-24 years"
"174" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "< 1 year" "Burglary" "White, non-Hispanic" "18-24 years"
"175" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "5-9.9 years" "Larceny" "White, non-Hispanic" "25-34 years"
"176" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Other property offenses" "Black, non-Hispanic" "18-24 years"
"177" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "5-9.9 years" "Motor vehicle theft" "White, non-Hispanic" "18-24 years"
"178" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "10-24.9 years" "Burglary" "White, non-Hispanic" "18-24 years"
"179" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Other property offenses" "White, non-Hispanic" "18-24 years"
"180" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 "5-9.9 years" "Rape/sexual assault" "Black, non-Hispanic" "25-34 years"
"181" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Other property offenses" "White, non-Hispanic" "18-24 years"
"182" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Other property offenses" "White, non-Hispanic" "18-24 years"
"183" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Other property offenses" "White, non-Hispanic" "18-24 years"
"184" "Male" 2000 "Alabama" "<HS diploma/GED" "Other admission (including unsentenced, transfer, AWOL/escapee return)" "Property" 2000 "2-4.9 years" "Other property offenses" "White, non-Hispanic" "18-24 years"
"185" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 "< 1 year" "Rape/sexual assault" "Black, non-Hispanic" "35-44 years"
"186" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Drugs" 2000 "10-24.9 years" "Drugs (includes possession, distribution, trafficking, other)" "Black, non-Hispanic" "18-24 years"
"187" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Property" 2000 "10-24.9 years" "Larceny" "White, non-Hispanic" "35-44 years"
"188" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "10-24.9 years" "Larceny" "White, non-Hispanic" "18-24 years"
"189" "Male" 2000 "Alabama" "Any college" "New court commitment" "Drugs" 2000 "2-4.9 years" "Drugs (includes possession, distribution, trafficking, other)" "Black, non-Hispanic" "45-54 years"
"190" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Drugs" 2000 "5-9.9 years" "Drugs (includes possession, distribution, trafficking, other)" "Black, non-Hispanic" "25-34 years"
"191" "Female" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 "10-24.9 years" "Murder (including non-negligent manslaughter)" "Black, non-Hispanic" "18-24 years"
"192" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Other property offenses" "White, non-Hispanic" "18-24 years"
"193" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 "5-9.9 years" "Rape/sexual assault" "White, non-Hispanic" "18-24 years"
"194" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Violent" 2000 "10-24.9 years" "Rape/sexual assault" "White, non-Hispanic" "18-24 years"
"195" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Other property offenses" "White, non-Hispanic" "18-24 years"
"196" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Drugs" 2000 "2-4.9 years" "Drugs (includes possession, distribution, trafficking, other)" "White, non-Hispanic" "35-44 years"
"197" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Public order" 2000 "5-9.9 years" "Public order" "Black, non-Hispanic" "35-44 years"
"198" "Male" 2000 "Alabama" "Any college" "New court commitment" "Violent" 2000 "10-24.9 years" "Rape/sexual assault" "White, non-Hispanic" "45-54 years"
"199" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Public order" 2000 "10-24.9 years" "Public order" "White, non-Hispanic" "35-44 years"
"200" "Male" 2000 "Alabama" "Any college" "New court commitment" "Property" 2000 "5-9.9 years" "Fraud" "White, non-Hispanic" "45-54 years"
"201" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Public order" 2000 "5-9.9 years" "Public order" "Black, non-Hispanic" "45-54 years"
"202" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 "Life, LWOP, Life plus additional years, Death" "Rape/sexual assault" "White, non-Hispanic" "25-34 years"
"203" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Drugs" 2000 "5-9.9 years" "Drugs (includes possession, distribution, trafficking, other)" "White, non-Hispanic" "35-44 years"
"204" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Public order" 2000 "5-9.9 years" "Public order" "Black, non-Hispanic" "25-34 years"
"205" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Public order" 2000 "5-9.9 years" "Public order" "White, non-Hispanic" "35-44 years"
"206" "Female" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Other property offenses" "White, non-Hispanic" "18-24 years"
"207" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "10-24.9 years" "Other property offenses" "Black, non-Hispanic" "18-24 years"
"208" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Other property offenses" "Black, non-Hispanic" "18-24 years"
"209" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 "10-24.9 years" "Negligent manslaughter" "Black, non-Hispanic" "25-34 years"
"210" "Male" 2000 "Alabama" "Any college" "New court commitment" "Property" 2000 "10-24.9 years" "Other property offenses" "White, non-Hispanic" "35-44 years"
"211" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "5-9.9 years" "Larceny" "White, non-Hispanic" "25-34 years"
"212" "Female" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "5-9.9 years" "Fraud" "Black, non-Hispanic" "35-44 years"
"213" "Female" 2000 "Alabama" "Any college" "New court commitment" "Drugs" 2000 "< 1 year" "Drugs (includes possession, distribution, trafficking, other)" "White, non-Hispanic" "35-44 years"
"214" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Drugs" 2000 "2-4.9 years" "Drugs (includes possession, distribution, trafficking, other)" "Black, non-Hispanic" "18-24 years"
"215" "Female" 2000 "Alabama" "Any college" "New court commitment" "Public order" 2000 "5-9.9 years" "Public order" "White, non-Hispanic" NA
"216" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Public order" 2000 "5-9.9 years" "Public order" "Black, non-Hispanic" "45-54 years"
"217" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Drugs" 2000 "5-9.9 years" "Drugs (includes possession, distribution, trafficking, other)" "Black, non-Hispanic" "18-24 years"
"218" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Other property offenses" "White, non-Hispanic" "18-24 years"
"219" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "5-9.9 years" "Other property offenses" "Black, non-Hispanic" "25-34 years"
"220" "Female" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Drugs" 2000 "2-4.9 years" "Drugs (includes possession, distribution, trafficking, other)" "Black, non-Hispanic" "35-44 years"
"221" "Female" 2000 "Alabama" "Any college" "New court commitment" "Public order" 2000 "2-4.9 years" "Public order" "White, non-Hispanic" "35-44 years"
"222" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Drugs" 2000 "2-4.9 years" "Drugs (includes possession, distribution, trafficking, other)" "White, non-Hispanic" "25-34 years"
"223" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 ">=25 years" "Robbery" "White, non-Hispanic" "18-24 years"
"224" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "10-24.9 years" "Motor vehicle theft" "White, non-Hispanic" "35-44 years"
"225" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "10-24.9 years" "Larceny" "White, non-Hispanic" "25-34 years"
"226" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Public order" 2000 "5-9.9 years" "Public order" "White, non-Hispanic" "25-34 years"
"227" "Female" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "10-24.9 years" "Larceny" "Black, non-Hispanic" "18-24 years"
"228" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Public order" 2000 "5-9.9 years" "Public order" "White, non-Hispanic" "45-54 years"
"229" "Male" 2000 "Alabama" "Any college" "New court commitment" "Property" 2000 "10-24.9 years" "Larceny" "White, non-Hispanic" "35-44 years"
"230" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Other property offenses" "White, non-Hispanic" "18-24 years"
"231" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Other property offenses" "White, non-Hispanic" "18-24 years"
"232" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Public order" 2000 "2-4.9 years" "Public order" "Black, non-Hispanic" "45-54 years"
"233" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Public order" 2000 "5-9.9 years" "Public order" "Black, non-Hispanic" "45-54 years"
"234" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Other property offenses" "White, non-Hispanic" "18-24 years"
"235" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 ">=25 years" "Aggravated or simple assault" "Black, non-Hispanic" "25-34 years"
"236" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Property" 2000 "10-24.9 years" "Burglary" "Black, non-Hispanic" "35-44 years"
"237" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Other property offenses" "White, non-Hispanic" "18-24 years"
"238" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Drugs" 2000 "10-24.9 years" "Drugs (includes possession, distribution, trafficking, other)" "White, non-Hispanic" "18-24 years"
"239" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 "5-9.9 years" "Robbery" "Black, non-Hispanic" "18-24 years"
"240" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Violent" 2000 "10-24.9 years" "Rape/sexual assault" "White, non-Hispanic" "25-34 years"
"241" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 "10-24.9 years" "Robbery" "Black, non-Hispanic" "18-24 years"
"242" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Drugs" 2000 "10-24.9 years" "Drugs (includes possession, distribution, trafficking, other)" "Black, non-Hispanic" "25-34 years"
"243" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Public order" 2000 "5-9.9 years" "Public order" "White, non-Hispanic" NA
"244" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 ">=25 years" "Robbery" "Black, non-Hispanic" "25-34 years"
"245" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 "10-24.9 years" "Robbery" "Black, non-Hispanic" "18-24 years"
"246" "Female" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "5-9.9 years" "Larceny" "White, non-Hispanic" "35-44 years"
"247" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Public order" 2000 "2-4.9 years" "Public order" "White, non-Hispanic" "35-44 years"
"248" "Female" 2000 "Alabama" "Any college" "New court commitment" "Property" 2000 "10-24.9 years" "Larceny" "White, non-Hispanic" "35-44 years"
"249" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Public order" 2000 "5-9.9 years" "Public order" "White, non-Hispanic" "35-44 years"
"250" "Female" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Other property offenses" "White, non-Hispanic" "18-24 years"
"251" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Drugs" 2000 "2-4.9 years" "Drugs (includes possession, distribution, trafficking, other)" "White, non-Hispanic" "18-24 years"
"252" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Other property offenses" "White, non-Hispanic" "18-24 years"
"253" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 "10-24.9 years" "Aggravated or simple assault" "Black, non-Hispanic" "35-44 years"
"254" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "5-9.9 years" "Larceny" "White, non-Hispanic" "35-44 years"
"255" "Male" 2000 "Alabama" "Any college" "New court commitment" "Property" 2000 "5-9.9 years" "Fraud" "White, non-Hispanic" "35-44 years"
"256" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Property" 2000 "5-9.9 years" "Other property offenses" "Black, non-Hispanic" "45-54 years"
"257" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Larceny" "White, non-Hispanic" "18-24 years"
"258" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Public order" 2000 "5-9.9 years" "Public order" "Black, non-Hispanic" "18-24 years"
"259" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Public order" 2000 "10-24.9 years" "Public order" "White, non-Hispanic" "35-44 years"
"260" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "5-9.9 years" "Other property offenses" "Black, non-Hispanic" "18-24 years"
"261" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "5-9.9 years" "Larceny" "White, non-Hispanic" "35-44 years"
"262" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 "10-24.9 years" "Negligent manslaughter" "White, non-Hispanic" "25-34 years"
"263" "Female" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 ">=25 years" "Fraud" "Black, non-Hispanic" "35-44 years"
"264" "Female" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Drugs" 2000 "10-24.9 years" "Drugs (includes possession, distribution, trafficking, other)" "Black, non-Hispanic" "35-44 years"
"265" "Female" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Property" 2000 "5-9.9 years" "Larceny" "White, non-Hispanic" "25-34 years"
"266" "Female" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "< 1 year" "Other property offenses" "White, non-Hispanic" "45-54 years"
"267" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Fraud" "White, non-Hispanic" "18-24 years"
"268" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Violent" 2000 "10-24.9 years" "Rape/sexual assault" "White, non-Hispanic" "35-44 years"
"269" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Other property offenses" "White, non-Hispanic" "18-24 years"
"270" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Other property offenses" "White, non-Hispanic" "18-24 years"
"271" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 "10-24.9 years" "Robbery" "White, non-Hispanic" "18-24 years"
"272" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 "Life, LWOP, Life plus additional years, Death" "Murder (including non-negligent manslaughter)" "White, non-Hispanic" "18-24 years"
"273" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Public order" 2000 "2-4.9 years" "Public order" "Black, non-Hispanic" "25-34 years"
"274" "Female" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Drugs" 2000 "5-9.9 years" "Drugs (includes possession, distribution, trafficking, other)" "White, non-Hispanic" "25-34 years"
"275" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Drugs" 2000 "10-24.9 years" "Drugs (includes possession, distribution, trafficking, other)" "White, non-Hispanic" NA
"276" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Drugs" 2000 "10-24.9 years" "Drugs (includes possession, distribution, trafficking, other)" "White, non-Hispanic" "18-24 years"
"277" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "10-24.9 years" "Burglary" "White, non-Hispanic" "35-44 years"
"278" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 "10-24.9 years" "Aggravated or simple assault" "White, non-Hispanic" "18-24 years"
"279" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Other property offenses" "White, non-Hispanic" "18-24 years"
"280" "Female" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Drugs" 2000 "10-24.9 years" "Drugs (includes possession, distribution, trafficking, other)" "White, non-Hispanic" "35-44 years"
"281" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Violent" 2000 "5-9.9 years" "Rape/sexual assault" "Black, non-Hispanic" "25-34 years"
"282" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Public order" 2000 "5-9.9 years" "Public order" "White, non-Hispanic" "35-44 years"
"283" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Drugs" 2000 "5-9.9 years" "Drugs (includes possession, distribution, trafficking, other)" "Black, non-Hispanic" "25-34 years"
"284" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 "< 1 year" "Aggravated or simple assault" "White, non-Hispanic" "18-24 years"
"285" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "5-9.9 years" "Burglary" "White, non-Hispanic" "18-24 years"
"286" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Drugs" 2000 "10-24.9 years" "Drugs (includes possession, distribution, trafficking, other)" "Black, non-Hispanic" "18-24 years"
"287" "Female" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Drugs" 2000 "10-24.9 years" "Drugs (includes possession, distribution, trafficking, other)" "White, non-Hispanic" "25-34 years"
"288" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "< 1 year" "Fraud" "White, non-Hispanic" "25-34 years"
"289" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 "10-24.9 years" "Aggravated or simple assault" "White, non-Hispanic" "18-24 years"
"290" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Other property offenses" "White, non-Hispanic" "18-24 years"
"291" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "5-9.9 years" "Burglary" "White, non-Hispanic" "18-24 years"
"292" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Other property offenses" "White, non-Hispanic" "18-24 years"
"293" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "< 1 year" "Motor vehicle theft" "White, non-Hispanic" "18-24 years"
"294" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Fraud" "White, non-Hispanic" "25-34 years"
"295" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 "10-24.9 years" "Robbery" "Black, non-Hispanic" "18-24 years"
"296" "Male" 2000 "Alabama" "HS diploma/GED" "Parole return/revocation" "Property" 2000 ">=25 years" "Burglary" "Black, non-Hispanic" "35-44 years"
"297" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Drugs" 2000 "2-4.9 years" "Drugs (includes possession, distribution, trafficking, other)" "Black, non-Hispanic" "45-54 years"
"298" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Drugs" 2000 "2-4.9 years" "Drugs (includes possession, distribution, trafficking, other)" "Black, non-Hispanic" "45-54 years"
"299" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Larceny" "White, non-Hispanic" "25-34 years"
"300" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Drugs" 2000 "2-4.9 years" "Drugs (includes possession, distribution, trafficking, other)" "Black, non-Hispanic" "35-44 years"
"301" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Drugs" 2000 "5-9.9 years" "Drugs (includes possession, distribution, trafficking, other)" "Black, non-Hispanic" "35-44 years"
"302" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Drugs" 2000 "5-9.9 years" "Drugs (includes possession, distribution, trafficking, other)" "Black, non-Hispanic" "25-34 years"
"303" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "10-24.9 years" "Burglary" "Black, non-Hispanic" "25-34 years"
"304" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Drugs" 2000 "10-24.9 years" "Drugs (includes possession, distribution, trafficking, other)" "Black, non-Hispanic" "25-34 years"
"305" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Property" 2000 "5-9.9 years" "Larceny" "Black, non-Hispanic" "25-34 years"
"306" "Male" 2000 "Alabama" "Any college" "New court commitment" "Property" 2000 "2-4.9 years" "Fraud" "Black, non-Hispanic" "25-34 years"
"307" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Drugs" 2000 "2-4.9 years" "Drugs (includes possession, distribution, trafficking, other)" "Black, non-Hispanic" "35-44 years"
"308" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 "5-9.9 years" "Murder (including non-negligent manslaughter)" "White, non-Hispanic" "55+ years"
"309" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Other property offenses" "White, non-Hispanic" "25-34 years"
"310" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Drugs" 2000 "2-4.9 years" "Drugs (includes possession, distribution, trafficking, other)" "Black, non-Hispanic" "18-24 years"
"311" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 "5-9.9 years" "Rape/sexual assault" "Black, non-Hispanic" "35-44 years"
"312" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Other property offenses" "Black, non-Hispanic" "18-24 years"
"313" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Public order" 2000 "< 1 year" "Public order" "White, non-Hispanic" "45-54 years"
"314" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Larceny" "White, non-Hispanic" "35-44 years"
"315" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 "10-24.9 years" "Robbery" "Black, non-Hispanic" "18-24 years"
"316" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "10-24.9 years" "Burglary" "White, non-Hispanic" "18-24 years"
"317" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Drugs" 2000 "2-4.9 years" "Drugs (includes possession, distribution, trafficking, other)" "Black, non-Hispanic" "18-24 years"
"318" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Drugs" 2000 "2-4.9 years" "Drugs (includes possession, distribution, trafficking, other)" "Black, non-Hispanic" "25-34 years"
"319" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Violent" 2000 "10-24.9 years" "Robbery" "Black, non-Hispanic" "35-44 years"
"320" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Drugs" 2000 "2-4.9 years" "Drugs (includes possession, distribution, trafficking, other)" "Black, non-Hispanic" "25-34 years"
"321" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Violent" 2000 "10-24.9 years" "Robbery" "Black, non-Hispanic" "25-34 years"
"322" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Property" 2000 "10-24.9 years" "Larceny" "Black, non-Hispanic" "25-34 years"
"323" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Other property offenses" "White, non-Hispanic" "18-24 years"
"324" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "5-9.9 years" "Fraud" "White, non-Hispanic" "25-34 years"
"325" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Drugs" 2000 "2-4.9 years" "Drugs (includes possession, distribution, trafficking, other)" "Black, non-Hispanic" "35-44 years"
"326" "Female" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Drugs" 2000 "2-4.9 years" "Drugs (includes possession, distribution, trafficking, other)" "White, non-Hispanic" "35-44 years"
"327" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Other property offenses" "Black, non-Hispanic" "18-24 years"
"328" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Property" 2000 "2-4.9 years" "Other property offenses" "Black, non-Hispanic" "18-24 years"
"329" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Drugs" 2000 "2-4.9 years" "Drugs (includes possession, distribution, trafficking, other)" "Black, non-Hispanic" "18-24 years"
"330" "Male" 2000 "Alabama" "HS diploma/GED" "New court commitment" "Drugs" 2000 ">=25 years" "Drugs (includes possession, distribution, trafficking, other)" "Black, non-Hispanic" "25-34 years"
"331" "Male" 2000 "Alabama" "<HS diploma/GED" "New court commitment" "Violent" 2000 "2-4.9 years" "Rape/sexual assault" "White, non-Hispanic" "25-34 years"
