"","age","sex","age_cat","race","juv_fel_count","decile_score","juv_misd_count","juv_other_count","priors_count","c_charge_desc","is_recid","score_text"
"4990",22,"Male","Less than 25","African-American",0,7,0,1,1,"Pos Cannabis W/Intent Sel/Del",1,"Medium"
"4991",22,"Male","Less than 25","African-American",0,7,0,1,1,"Pos Cannabis W/Intent Sel/Del",1,"Medium"
"4992",46,"Male","Greater than 45","Caucasian",0,1,0,0,1,"Battery",1,"Low"
"4993",46,"Male","Greater than 45","Caucasian",0,1,0,0,1,"Battery",1,"Low"
"4994",32,"Male","25 - 45","Caucasian",0,5,0,1,4,"arrest case no charge",0,"Medium"
"4995",29,"Male","25 - 45","Other",0,1,0,0,1,"arrest case no charge",0,"Low"
"4997",50,"Male","Greater than 45","Caucasian",0,2,0,0,0,"Battery",1,"Low"
"4998",46,"Male","Greater than 45","African-American",0,9,0,0,2,"Grand Theft in the 3rd Degree",0,"High"
"4999",46,"Male","Greater than 45","African-American",0,9,0,0,2,"Grand Theft in the 3rd Degree",0,"High"
"5000",46,"Male","Greater than 45","African-American",0,9,0,0,2,"Grand Theft in the 3rd Degree",0,"High"
"5001",46,"Male","Greater than 45","African-American",0,9,0,0,2,"Grand Theft in the 3rd Degree",0,"High"
"5002",44,"Female","25 - 45","African-American",0,8,1,0,11,"Possession of Cocaine",1,"High"
"5003",44,"Female","25 - 45","African-American",0,8,1,0,11,"Possession of Cocaine",1,"High"
"5004",44,"Female","25 - 45","African-American",0,8,1,0,11,"Possession of Cocaine",1,"High"
"5005",35,"Male","25 - 45","African-American",0,5,0,0,4,"Battery",0,"Medium"
"5006",30,"Male","25 - 45","African-American",0,9,1,0,14,"Grand Theft (Motor Vehicle)",1,"High"
"5007",30,"Male","25 - 45","African-American",0,9,1,0,14,"Grand Theft (Motor Vehicle)",1,"High"
"5008",30,"Male","25 - 45","African-American",0,9,1,0,14,"Grand Theft (Motor Vehicle)",1,"High"
"5009",30,"Male","25 - 45","African-American",0,9,1,0,14,"Grand Theft (Motor Vehicle)",1,"High"
"5010",28,"Female","25 - 45","African-American",0,7,0,0,0,"Battery",0,"Medium"
"5011",42,"Male","25 - 45","African-American",0,5,0,0,2,"Possession of Cocaine",0,"Medium"
"5012",52,"Male","Greater than 45","Caucasian",0,4,0,0,3,"arrest case no charge",0,"Low"
"5013",52,"Male","Greater than 45","Caucasian",0,4,0,0,3,"arrest case no charge",0,"Low"
"5014",52,"Male","Greater than 45","Caucasian",0,4,0,0,3,"arrest case no charge",0,"Low"
"5015",46,"Male","Greater than 45","African-American",0,1,0,0,5,"Grand Theft (Motor Vehicle)",1,"Low"
"5016",46,"Male","Greater than 45","African-American",0,1,0,0,5,"Grand Theft (Motor Vehicle)",1,"Low"
"5017",46,"Male","Greater than 45","African-American",0,1,0,0,5,"Grand Theft (Motor Vehicle)",1,"Low"
"5018",46,"Male","Greater than 45","African-American",0,1,0,0,5,"Grand Theft (Motor Vehicle)",1,"Low"
"5019",53,"Female","Greater than 45","Caucasian",0,-1,0,0,0,"DUI Property Damage/Injury",0,"N/A"
"5020",42,"Male","25 - 45","African-American",0,10,0,0,0,"Poss Pyrrolidinovalerophenone",1,"High"
"5021",37,"Male","25 - 45","African-American",0,3,0,0,12,"arrest case no charge",0,"Low"
"5022",37,"Male","25 - 45","African-American",0,3,0,0,12,"arrest case no charge",0,"Low"
"5023",29,"Male","25 - 45","Caucasian",0,10,0,0,7,"Aggravated Battery / Pregnant",1,"High"
"5024",29,"Male","25 - 45","Caucasian",0,10,0,0,7,"Aggravated Battery / Pregnant",1,"High"
"5025",29,"Male","25 - 45","Caucasian",0,10,0,0,7,"Aggravated Battery / Pregnant",1,"High"
"5026",29,"Male","25 - 45","Caucasian",0,10,0,0,7,"Aggravated Battery / Pregnant",1,"High"
"5027",32,"Male","25 - 45","African-American",0,4,0,1,8,"Aggravated Battery / Pregnant",0,"Low"
"5028",32,"Male","25 - 45","African-American",0,4,0,1,8,"Aggravated Battery / Pregnant",0,"Low"
"5029",32,"Male","25 - 45","African-American",0,4,0,1,8,"Aggravated Battery / Pregnant",0,"Low"
"5030",32,"Male","25 - 45","African-American",0,4,0,1,8,"Aggravated Battery / Pregnant",0,"Low"
"5031",32,"Male","25 - 45","African-American",0,4,0,1,8,"Aggravated Battery / Pregnant",0,"Low"
"5032",31,"Male","25 - 45","Other",0,6,0,0,5,"Grand Theft in the 3rd Degree",1,"Medium"
"5033",31,"Male","25 - 45","Other",0,6,0,0,5,"Grand Theft in the 3rd Degree",1,"Medium"
"5034",33,"Female","25 - 45","African-American",0,1,0,0,1,"Battery",0,"Low"
"5035",25,"Male","25 - 45","Caucasian",0,4,0,0,4,"Robbery / No Weapon",0,"Low"
"5036",33,"Female","25 - 45","African-American",0,1,0,0,0,"Battery",0,"Low"
"5037",21,"Male","Less than 25","Hispanic",0,5,0,0,1,"arrest case no charge",0,"Medium"
"5038",64,"Female","Greater than 45","Caucasian",0,3,0,0,7,"Expired DL More Than 6 Months",0,"Low"
"5039",64,"Female","Greater than 45","Caucasian",0,3,0,0,7,"Expired DL More Than 6 Months",0,"Low"
"5040",35,"Male","25 - 45","Caucasian",0,1,0,0,1,"Possession of Cocaine",1,"Low"
"5041",35,"Male","25 - 45","Caucasian",0,1,0,0,1,"Possession of Cocaine",1,"Low"
"5042",56,"Male","Greater than 45","African-American",0,1,0,0,1,"arrest case no charge",0,"Low"
"5043",38,"Male","25 - 45","Caucasian",0,3,0,0,0,"Battery",1,"Low"
"5044",40,"Female","25 - 45","African-American",0,1,0,0,4,"arrest case no charge",0,"Low"
"5045",34,"Male","25 - 45","African-American",0,7,0,0,3,"arrest case no charge",0,"Medium"
"5046",34,"Male","25 - 45","African-American",0,7,0,0,3,"arrest case no charge",0,"Medium"
"5047",34,"Male","25 - 45","African-American",0,7,0,0,3,"arrest case no charge",0,"Medium"
"5048",34,"Male","25 - 45","African-American",0,7,0,0,3,"arrest case no charge",0,"Medium"
"5049",52,"Male","Greater than 45","African-American",0,2,0,0,5,"arrest case no charge",0,"Low"
"5050",64,"Male","Greater than 45","African-American",0,10,0,0,7,"Possession of Cocaine",0,"High"
"5051",64,"Male","Greater than 45","African-American",0,10,0,0,7,"Possession of Cocaine",0,"High"
"5052",64,"Male","Greater than 45","African-American",0,10,0,0,7,"Possession of Cocaine",0,"High"
"5053",28,"Male","25 - 45","African-American",0,4,0,1,4,"Grand Theft in the 3rd Degree",0,"Low"
"5054",28,"Male","25 - 45","African-American",0,4,0,1,4,"Grand Theft in the 3rd Degree",0,"Low"
"5055",38,"Male","25 - 45","Hispanic",0,1,0,0,0,"DUI Property Damage/Injury",0,"Low"
"5056",63,"Female","Greater than 45","African-American",0,1,0,0,0,"Driving Under The Influence",0,"Low"
"5058",21,"Male","Less than 25","African-American",1,9,0,0,3,"arrest case no charge",0,"High"
"5059",21,"Male","Less than 25","African-American",1,9,0,0,3,"arrest case no charge",0,"High"
"5060",21,"Male","Less than 25","African-American",1,9,0,0,3,"arrest case no charge",0,"High"
"5061",51,"Male","Greater than 45","African-American",0,1,0,0,0,"Battery",0,"Low"
"5062",29,"Male","25 - 45","Caucasian",0,5,0,0,1,"Grand Theft in the 3rd Degree",0,"Medium"
"5063",35,"Male","25 - 45","African-American",0,2,0,0,2,"Battery",0,"Low"
"5064",30,"Male","25 - 45","Caucasian",0,4,0,0,0,"Possession of Cocaine",0,"Low"
"5065",61,"Male","Greater than 45","African-American",0,2,0,0,5,"Possession of Cocaine",0,"Low"
"5066",61,"Male","Greater than 45","African-American",0,2,0,0,5,"Possession of Cocaine",0,"Low"
"5067",25,"Male","25 - 45","African-American",0,3,0,0,0,"Poss Unlaw Issue Driver Licenc",0,"Low"
"5068",25,"Male","25 - 45","African-American",0,7,0,0,4,"Felony Driving While Lic Suspd",1,"Medium"
"5069",25,"Male","25 - 45","African-American",0,7,0,0,4,"Felony Driving While Lic Suspd",1,"Medium"
"5070",25,"Male","25 - 45","African-American",0,7,0,0,4,"Felony Driving While Lic Suspd",1,"Medium"
"5071",25,"Male","25 - 45","African-American",0,7,0,0,4,"Felony Driving While Lic Suspd",1,"Medium"
"5072",26,"Male","25 - 45","African-American",0,5,0,0,0,"Petit Theft",1,"Medium"
"5073",26,"Male","25 - 45","African-American",0,5,0,0,0,"Petit Theft",1,"Medium"
"5074",32,"Male","25 - 45","African-American",0,2,0,0,1,"Tamper With Witness/Victim/CI",0,"Low"
"5075",32,"Male","25 - 45","African-American",0,2,0,0,1,"Tamper With Witness/Victim/CI",0,"Low"
"5076",36,"Female","25 - 45","Caucasian",0,2,0,0,1,"arrest case no charge",0,"Low"
"5077",24,"Female","Less than 25","African-American",0,7,0,0,1,"arrest case no charge",0,"Medium"
"5078",39,"Female","25 - 45","African-American",0,1,0,0,1,"Battery",0,"Low"
"5079",50,"Female","Greater than 45","African-American",0,1,0,0,0,"Battery",0,"Low"
"5080",42,"Male","25 - 45","Caucasian",0,1,0,0,1,"Battery",0,"Low"
"5082",25,"Female","25 - 45","African-American",0,4,0,0,1,"Grand Theft in the 3rd Degree",0,"Low"
"5083",25,"Female","25 - 45","African-American",0,4,0,0,1,"Grand Theft in the 3rd Degree",0,"Low"
"5084",26,"Male","25 - 45","African-American",0,10,1,0,13,"Driving License Suspended",1,"High"
"5085",26,"Male","25 - 45","African-American",0,10,1,0,13,"Driving License Suspended",1,"High"
"5086",26,"Male","25 - 45","African-American",0,10,1,0,13,"Driving License Suspended",1,"High"
"5087",31,"Male","25 - 45","African-American",0,7,0,0,9,"Poss of Methylethcathinone",0,"Medium"
"5088",31,"Male","25 - 45","African-American",0,7,0,0,9,"Poss of Methylethcathinone",0,"Medium"
"5089",35,"Male","25 - 45","Caucasian",0,2,0,1,1,"Possession of Cocaine",0,"Low"
"5090",39,"Female","25 - 45","African-American",0,1,0,0,0,"Battery",0,"Low"
"5091",41,"Female","25 - 45","African-American",0,2,0,0,4,"arrest case no charge",1,"Low"
"5092",41,"Female","25 - 45","African-American",0,2,0,0,4,"arrest case no charge",1,"Low"
"5093",40,"Female","25 - 45","African-American",0,5,0,0,1,"Felony Driving While Lic Suspd",0,"Medium"
"5094",23,"Male","Less than 25","Other",0,1,0,0,0,"Grand Theft in the 3rd Degree",0,"Low"
"5095",34,"Male","25 - 45","Caucasian",0,1,0,0,0,"Lewd/Lasc Battery Pers 12+/<16",0,"Low"
"5096",46,"Male","Greater than 45","Caucasian",0,1,0,0,5,"arrest case no charge",0,"Low"
"5097",46,"Male","Greater than 45","Caucasian",0,1,0,0,5,"arrest case no charge",0,"Low"
"5098",46,"Male","Greater than 45","Caucasian",0,1,0,0,5,"arrest case no charge",0,"Low"
"5099",60,"Male","Greater than 45","Caucasian",0,1,0,0,1,"Driving Under The Influence",0,"Low"
"5100",61,"Male","Greater than 45","Caucasian",0,1,0,0,0,"Battery",0,"Low"
"5101",33,"Female","25 - 45","Caucasian",0,2,0,0,1,"Battery",0,"Low"
"5102",38,"Male","25 - 45","African-American",0,4,0,0,0,"Felony Driving While Lic Suspd",0,"Low"
"5103",46,"Male","Greater than 45","African-American",0,1,0,0,3,"Possession of Cocaine",0,"Low"
"5104",30,"Male","25 - 45","African-American",0,2,0,1,3,"Carrying Concealed Firearm",1,"Low"
"5105",52,"Male","Greater than 45","Caucasian",0,1,0,0,3,"Fail Surrender Tag/Reg/DL",0,"Low"
"5106",34,"Male","25 - 45","African-American",0,8,0,0,9,"Battery",0,"High"
"5107",50,"Female","Greater than 45","African-American",0,4,0,0,7,"Battery",0,"Low"
"5108",21,"Male","Less than 25","African-American",0,5,0,0,0,"Burglary Dwelling Armed",0,"Medium"
"5109",21,"Male","Less than 25","African-American",0,5,0,0,0,"Burglary Dwelling Armed",0,"Medium"
"5110",31,"Male","25 - 45","Hispanic",0,10,0,0,16,"Burglary Conveyance Unoccup",1,"High"
"5111",31,"Male","25 - 45","African-American",0,7,0,0,2,"Poss 3,4 MDMA (Ecstasy)",1,"Medium"
"5112",31,"Male","25 - 45","African-American",0,7,0,0,2,"Poss 3,4 MDMA (Ecstasy)",1,"Medium"
"5113",31,"Male","25 - 45","African-American",0,7,0,0,2,"Poss 3,4 MDMA (Ecstasy)",1,"Medium"
"5114",31,"Male","25 - 45","African-American",0,7,0,0,2,"Poss 3,4 MDMA (Ecstasy)",1,"Medium"
"5115",31,"Male","25 - 45","African-American",0,7,0,0,2,"Poss 3,4 MDMA (Ecstasy)",1,"Medium"
"5116",31,"Male","25 - 45","African-American",0,7,0,0,2,"Poss 3,4 MDMA (Ecstasy)",1,"Medium"
"5117",31,"Male","25 - 45","African-American",0,7,0,0,2,"Poss 3,4 MDMA (Ecstasy)",1,"Medium"
"5118",31,"Male","25 - 45","African-American",0,7,0,0,2,"Poss 3,4 MDMA (Ecstasy)",1,"Medium"
"5119",24,"Male","Less than 25","Hispanic",0,10,0,0,0,"Grand Theft in the 3rd Degree",0,"High"
"5120",23,"Female","Less than 25","African-American",0,4,0,0,0,"Battery",0,"Low"
"5121",25,"Male","25 - 45","African-American",0,6,0,0,1,"Burglary Conveyance Unoccup",0,"Medium"
"5122",25,"Male","25 - 45","African-American",0,6,0,0,1,"Burglary Conveyance Unoccup",0,"Medium"
"5123",25,"Male","25 - 45","African-American",0,6,0,0,1,"Burglary Conveyance Unoccup",0,"Medium"
"5124",25,"Male","25 - 45","African-American",0,6,0,0,1,"Burglary Conveyance Unoccup",0,"Medium"
"5125",36,"Female","25 - 45","Caucasian",0,3,0,0,1,"Driving Under The Influence",0,"Low"
"5126",36,"Female","25 - 45","Caucasian",0,3,0,0,1,"Driving Under The Influence",0,"Low"
"5127",31,"Female","25 - 45","African-American",0,2,0,0,1,"Battery",0,"Low"
"5128",24,"Female","Less than 25","Caucasian",0,5,0,0,1,"arrest case no charge",0,"Medium"
"5129",31,"Male","25 - 45","African-American",0,10,0,0,13,"Possess Cannabis/20 Grams Or Less",1,"High"
"5130",31,"Male","25 - 45","African-American",0,10,0,0,13,"Possess Cannabis/20 Grams Or Less",1,"High"
"5131",31,"Male","25 - 45","African-American",0,10,0,0,13,"Possess Cannabis/20 Grams Or Less",1,"High"
"5132",31,"Male","25 - 45","African-American",0,10,0,0,13,"Possess Cannabis/20 Grams Or Less",1,"High"
"5133",31,"Male","25 - 45","African-American",0,10,0,0,13,"Possess Cannabis/20 Grams Or Less",1,"High"
"5134",31,"Male","25 - 45","African-American",0,10,0,0,13,"Possess Cannabis/20 Grams Or Less",1,"High"
"5135",31,"Male","25 - 45","African-American",0,10,0,0,13,"Possess Cannabis/20 Grams Or Less",1,"High"
"5136",31,"Male","25 - 45","African-American",0,10,0,0,13,"Possess Cannabis/20 Grams Or Less",1,"High"
"5137",49,"Female","Greater than 45","Caucasian",0,1,0,0,1,"arrest case no charge",0,"Low"
"5138",60,"Male","Greater than 45","African-American",0,1,0,0,0,"Grand Theft in the 3rd Degree",1,"Low"
"5140",48,"Male","Greater than 45","African-American",0,5,0,0,10,"Unlaw Use False Name/Identity",0,"Medium"
"5141",48,"Male","Greater than 45","African-American",0,5,0,0,10,"Unlaw Use False Name/Identity",0,"Medium"
"5142",48,"Male","Greater than 45","African-American",0,5,0,0,10,"Unlaw Use False Name/Identity",0,"Medium"
"5143",37,"Male","25 - 45","Caucasian",0,1,0,0,0,"Obscenity",0,"Low"
"5145",30,"Male","25 - 45","African-American",0,2,0,0,2,"arrest case no charge",0,"Low"
"5146",30,"Male","25 - 45","African-American",0,2,0,0,2,"arrest case no charge",0,"Low"
"5147",24,"Female","Less than 25","African-American",0,3,0,0,0,"Battery",0,"Low"
"5152",32,"Female","25 - 45","Other",0,1,0,0,0,"Battery",0,"Low"
"5153",21,"Female","Less than 25","Caucasian",0,4,2,0,2,"Possession Of Alprazolam",0,"Low"
"5154",33,"Female","25 - 45","Caucasian",0,2,0,0,0,"Possess Cannabis/20 Grams Or Less",0,"Low"
"5155",46,"Male","Greater than 45","Caucasian",0,1,0,0,0,"Driving Under The Influence",0,"Low"
"5156",36,"Male","25 - 45","Caucasian",0,3,0,0,4,"Cruelty Toward Child",0,"Low"
"5157",36,"Male","25 - 45","Caucasian",0,3,0,0,4,"Cruelty Toward Child",0,"Low"
"5158",27,"Male","25 - 45","Caucasian",0,2,0,0,0,"Disorderly Conduct",0,"Low"
"5159",21,"Male","Less than 25","Caucasian",0,4,0,1,0,"Battery",1,"Low"
"5160",28,"Male","25 - 45","African-American",4,9,0,0,6,"Disorderly Intoxication",0,"High"
"5161",35,"Male","25 - 45","African-American",0,8,0,0,0,"Pos Cannabis W/Intent Sel/Del",1,"High"
"5162",34,"Male","25 - 45","Hispanic",0,3,0,0,2,"Use of Anti-Shoplifting Device",1,"Low"
"5163",34,"Male","25 - 45","Hispanic",0,3,0,0,2,"Use of Anti-Shoplifting Device",1,"Low"
"5164",41,"Male","25 - 45","Asian",0,8,0,0,2,"Felony Petit Theft",1,"High"
"5165",41,"Male","25 - 45","Asian",0,8,0,0,2,"Felony Petit Theft",1,"High"
"5166",41,"Male","25 - 45","Asian",0,8,0,0,2,"Felony Petit Theft",1,"High"
"5167",41,"Male","25 - 45","Asian",0,8,0,0,2,"Felony Petit Theft",1,"High"
"5168",40,"Female","25 - 45","African-American",0,4,0,0,7,"Prostitution/Lewd Act Assignation",0,"Low"
"5169",40,"Female","25 - 45","African-American",0,4,0,0,7,"Prostitution/Lewd Act Assignation",0,"Low"
"5170",23,"Male","Less than 25","African-American",0,10,0,0,1,"Grand Theft in the 3rd Degree",1,"High"
"5171",23,"Male","Less than 25","African-American",0,10,0,0,1,"Grand Theft in the 3rd Degree",1,"High"
"5172",23,"Male","Less than 25","African-American",0,10,0,0,1,"Grand Theft in the 3rd Degree",1,"High"
"5173",23,"Male","Less than 25","African-American",0,6,0,0,3,"Grand Theft in the 3rd Degree",1,"Medium"
"5174",23,"Male","Less than 25","African-American",0,6,0,0,3,"Grand Theft in the 3rd Degree",1,"Medium"
"5175",28,"Male","25 - 45","African-American",0,4,0,0,2,"Resist/Obstruct W/O Violence",1,"Low"
"5176",28,"Male","25 - 45","African-American",0,4,0,0,2,"Resist/Obstruct W/O Violence",1,"Low"
"5177",28,"Male","25 - 45","African-American",0,4,0,0,2,"Resist/Obstruct W/O Violence",1,"Low"
"5178",28,"Male","25 - 45","African-American",0,4,0,0,2,"Resist/Obstruct W/O Violence",1,"Low"
"5179",28,"Male","25 - 45","African-American",0,4,0,0,2,"Resist/Obstruct W/O Violence",1,"Low"
"5180",20,"Male","Less than 25","African-American",0,8,0,0,2,"Grand Theft in the 3rd Degree",0,"High"
"5181",20,"Male","Less than 25","African-American",0,8,0,0,2,"Grand Theft in the 3rd Degree",0,"High"
"5182",21,"Male","Less than 25","Hispanic",0,4,0,0,0,"Possession Of Alprazolam",1,"Low"
"5183",37,"Male","25 - 45","Caucasian",0,1,0,0,1,"Battery",0,"Low"
"5184",46,"Male","Greater than 45","Caucasian",0,4,0,1,2,"Possess Cannabis/20 Grams Or Less",1,"Low"
"5185",46,"Male","Greater than 45","Caucasian",0,4,0,1,2,"Possess Cannabis/20 Grams Or Less",1,"Low"
"5186",46,"Male","Greater than 45","Caucasian",0,4,0,1,2,"Possess Cannabis/20 Grams Or Less",1,"Low"
"5187",22,"Male","Less than 25","African-American",0,7,0,0,0,"Grand Theft in the 3rd Degree",0,"Medium"
"5188",22,"Male","Less than 25","African-American",0,7,0,0,0,"Grand Theft in the 3rd Degree",0,"Medium"
"5189",29,"Male","25 - 45","African-American",3,9,0,1,4,"Burglary Unoccupied Dwelling",0,"High"
"5190",29,"Male","25 - 45","African-American",3,9,0,1,4,"Burglary Unoccupied Dwelling",0,"High"
"5191",29,"Male","25 - 45","Caucasian",0,2,0,0,0,"Pos Cannabis W/Intent Sel/Del",0,"Low"
"5192",42,"Male","25 - 45","Other",0,1,0,0,0,"Battery",0,"Low"
"5193",57,"Male","Greater than 45","African-American",0,1,0,0,1,"arrest case no charge",0,"Low"
"5194",27,"Female","25 - 45","Caucasian",0,5,0,0,4,"Possession of Cocaine",0,"Medium"
"5195",56,"Male","Greater than 45","African-American",0,2,0,0,1,"arrest case no charge",0,"Low"
"5196",41,"Male","25 - 45","African-American",0,6,0,0,19,"Driving While License Revoked",1,"Medium"
"5197",40,"Male","25 - 45","Hispanic",0,5,0,0,8,"Possession of Cocaine",1,"Medium"
"5198",40,"Male","25 - 45","Hispanic",0,5,0,0,8,"Possession of Cocaine",1,"Medium"
"5199",40,"Male","25 - 45","Hispanic",0,5,0,0,8,"Possession of Cocaine",1,"Medium"
"5200",40,"Male","25 - 45","Hispanic",0,5,0,0,8,"Possession of Cocaine",1,"Medium"
"5201",30,"Male","25 - 45","Hispanic",0,3,0,0,5,"arrest case no charge",1,"Low"
"5202",30,"Male","25 - 45","Hispanic",0,3,0,0,5,"arrest case no charge",1,"Low"
"5203",30,"Male","25 - 45","Hispanic",0,3,0,0,5,"arrest case no charge",1,"Low"
"5204",21,"Male","Less than 25","Caucasian",0,5,0,0,0,"Grand Theft in the 3rd Degree",0,"Medium"
"5205",24,"Male","Less than 25","African-American",0,4,0,0,1,"Battery",1,"Low"
"5206",25,"Male","25 - 45","African-American",0,8,0,1,7,"Att Burgl Unoccupied Dwel",0,"High"
"5207",25,"Male","25 - 45","African-American",0,8,0,1,7,"Att Burgl Unoccupied Dwel",0,"High"
"5208",25,"Male","25 - 45","African-American",0,8,0,1,7,"Att Burgl Unoccupied Dwel",0,"High"
"5209",33,"Female","25 - 45","Caucasian",0,1,0,0,0,"Battery",0,"Low"
"5210",48,"Male","Greater than 45","Caucasian",0,8,0,0,2,"arrest case no charge",1,"High"
"5211",48,"Male","Greater than 45","Caucasian",0,8,0,0,2,"arrest case no charge",1,"High"
"5212",48,"Male","Greater than 45","Caucasian",0,8,0,0,2,"arrest case no charge",1,"High"
"5213",33,"Male","25 - 45","African-American",0,6,0,0,11,"Poss 3,4 MDMA (Ecstasy)",1,"Medium"
"5214",33,"Male","25 - 45","African-American",0,6,0,0,11,"Poss 3,4 MDMA (Ecstasy)",1,"Medium"
"5215",33,"Male","25 - 45","African-American",0,6,0,0,11,"Poss 3,4 MDMA (Ecstasy)",1,"Medium"
"5216",25,"Male","25 - 45","Hispanic",0,7,0,0,0,"Poss Contr Subst W/o Prescript",0,"Medium"
"5217",25,"Male","25 - 45","Hispanic",0,7,0,0,0,"Poss Contr Subst W/o Prescript",0,"Medium"
"5218",30,"Male","25 - 45","Caucasian",0,3,0,0,0,"Possession of Ethylone",0,"Low"
"5219",41,"Female","25 - 45","Caucasian",0,1,0,0,0,"Possession of Cocaine",0,"Low"
"5220",52,"Male","Greater than 45","Caucasian",0,10,0,0,1,"arrest case no charge",0,"High"
"5221",52,"Male","Greater than 45","Caucasian",0,10,0,0,1,"arrest case no charge",0,"High"
"5222",25,"Male","25 - 45","Caucasian",0,8,0,0,6,"False Ownership Info/Pawn Item",1,"High"
"5223",25,"Male","25 - 45","Caucasian",0,8,0,0,6,"False Ownership Info/Pawn Item",1,"High"
"5224",25,"Male","25 - 45","Caucasian",0,8,0,0,6,"False Ownership Info/Pawn Item",1,"High"
"5225",58,"Male","Greater than 45","African-American",0,7,0,0,38,"Felony Petit Theft",1,"Medium"
"5226",58,"Male","Greater than 45","African-American",0,7,0,0,38,"Felony Petit Theft",1,"Medium"
"5227",58,"Male","Greater than 45","African-American",0,7,0,0,38,"Felony Petit Theft",1,"Medium"
"5228",58,"Male","Greater than 45","African-American",0,7,0,0,38,"Felony Petit Theft",1,"Medium"
"5229",30,"Male","25 - 45","African-American",0,5,1,1,7,"Possess Countrfeit Credit Card",1,"Medium"
"5230",30,"Male","25 - 45","African-American",0,5,1,1,7,"Possess Countrfeit Credit Card",1,"Medium"
"5231",37,"Male","25 - 45","Hispanic",0,3,0,0,0,"Tamper With Witness/Victim/CI",1,"Low"
"5232",23,"Male","Less than 25","African-American",0,6,0,0,2,"Armed Kidnapping",0,"Medium"
"5233",23,"Male","Less than 25","African-American",0,6,0,0,2,"Armed Kidnapping",0,"Medium"
"5234",33,"Male","25 - 45","Hispanic",0,1,0,0,0,"DUI Property Damage/Injury",0,"Low"
"5235",25,"Female","25 - 45","African-American",0,4,0,0,0,"Grand Theft in the 3rd Degree",0,"Low"
"5236",25,"Female","25 - 45","African-American",0,4,0,0,0,"Grand Theft in the 3rd Degree",0,"Low"
"5237",25,"Male","25 - 45","African-American",0,4,0,0,2,"Dealing in Stolen Property",0,"Low"
"5238",34,"Male","25 - 45","Hispanic",0,9,0,0,9,"Tampering With Physical Evidence",0,"High"
"5239",34,"Male","25 - 45","Hispanic",0,9,0,0,9,"Tampering With Physical Evidence",0,"High"
"5240",43,"Female","25 - 45","Caucasian",0,8,0,0,7,"Agg Battery Grt/Bod/Harm",0,"High"
"5241",32,"Male","25 - 45","Caucasian",0,3,0,0,0,"Driving While License Revoked",0,"Low"
"5242",32,"Male","25 - 45","Caucasian",0,3,0,0,0,"Driving While License Revoked",0,"Low"
"5243",32,"Male","25 - 45","Caucasian",0,3,0,0,0,"Driving While License Revoked",0,"Low"
"5244",33,"Male","25 - 45","Other",0,7,0,0,3,"arrest case no charge",0,"Medium"
"5245",33,"Male","25 - 45","Other",0,7,0,0,3,"arrest case no charge",0,"Medium"
"5246",39,"Male","25 - 45","Other",0,2,1,0,4,"Poss Pyrrolidinovalerophenone",1,"Low"
"5247",39,"Male","25 - 45","Other",0,2,1,0,4,"Poss Pyrrolidinovalerophenone",1,"Low"
"5248",39,"Male","25 - 45","Other",0,2,1,0,4,"Poss Pyrrolidinovalerophenone",1,"Low"
"5249",49,"Male","Greater than 45","Caucasian",0,1,0,0,4,"Aggravated Assault w/Firearm",0,"Low"
"5250",24,"Male","Less than 25","Caucasian",0,4,0,0,0,"Robbery W/Deadly Weapon",0,"Low"
"5251",26,"Male","25 - 45","African-American",0,9,0,0,1,"Grand Theft (Motor Vehicle)",0,"High"
"5252",26,"Male","25 - 45","African-American",0,9,0,0,1,"Grand Theft (Motor Vehicle)",0,"High"
"5253",26,"Male","25 - 45","African-American",0,9,0,0,1,"Grand Theft (Motor Vehicle)",0,"High"
"5254",26,"Male","25 - 45","African-American",0,9,0,0,1,"Grand Theft (Motor Vehicle)",0,"High"
"5255",42,"Male","25 - 45","Caucasian",0,2,0,0,0,"Aggrav Battery w/Deadly Weapon",0,"Low"
"5256",22,"Male","Less than 25","African-American",0,6,0,0,1,"Burglary Unoccupied Dwelling",1,"Medium"
"5257",22,"Male","Less than 25","African-American",0,6,0,0,1,"Burglary Unoccupied Dwelling",1,"Medium"
"5258",22,"Male","Less than 25","African-American",0,6,0,0,1,"Burglary Unoccupied Dwelling",1,"Medium"
"5259",22,"Male","Less than 25","African-American",0,6,0,0,1,"Burglary Unoccupied Dwelling",1,"Medium"
"5260",22,"Male","Less than 25","African-American",0,6,0,0,1,"Burglary Unoccupied Dwelling",1,"Medium"
"5261",22,"Male","Less than 25","African-American",0,6,0,0,1,"Burglary Unoccupied Dwelling",1,"Medium"
"5262",22,"Male","Less than 25","African-American",0,6,0,0,1,"Burglary Unoccupied Dwelling",1,"Medium"
"5263",36,"Male","25 - 45","Hispanic",0,1,0,0,0,"Grand Theft in the 3rd Degree",0,"Low"
"5264",29,"Male","25 - 45","Caucasian",0,7,0,1,7,"Battery",1,"Medium"
"5265",39,"Male","25 - 45","Caucasian",0,3,0,0,0,"Battery",0,"Low"
"5266",27,"Male","25 - 45","African-American",0,6,2,1,13,"arrest case no charge",1,"Medium"
"5267",27,"Male","25 - 45","African-American",0,6,2,1,13,"arrest case no charge",1,"Medium"
"5268",27,"Male","25 - 45","African-American",0,6,2,1,13,"arrest case no charge",1,"Medium"
"5269",27,"Male","25 - 45","African-American",0,6,2,1,13,"arrest case no charge",1,"Medium"
